3.174370,-6.090167,-1.698312
3.122445,-6.495159,-1.699752
3.108633,-6.597101,-1.708132
3.094295,-6.698841,-1.715757
3.078851,-6.801110,-1.723090
3.063069,-6.902295,-1.731123
3.046156,-7.003286,-1.746110
3.027297,-7.104244,-1.765960
3.006309,-7.204861,-1.788109
2.983008,-7.304829,-1.813112
2.956973,-7.404463,-1.834875
2.929122,-7.504115,-1.852984
2.899274,-7.603477,-1.872771
2.867455,-7.702082,-1.896455
2.833090,-7.799472,-1.926319
2.795891,-7.894821,-1.957859
2.755724,-7.989269,-1.993940
2.711246,-8.082777,-2.036163
2.663015,-8.173892,-2.077082
2.610896,-8.263753,-2.116178
2.554757,-8.352309,-2.158559
2.494683,-8.438163,-2.207058
2.429937,-8.521271,-2.255854
2.361124,-8.601626,-2.301221
2.288084,-8.679645,-2.345851
2.210978,-8.754910,-2.418825
2.043890,-8.895018,-2.465942
1.954827,-8.960214,-2.532317
1.862781,-9.021404,-2.577701
1.768384,-9.078117,-2.620129
1.671792,-9.131128,-2.661844
1.573323,-9.179606,-2.709950
1.472823,-9.222775,-2.757999
1.370236,-9.261569,-2.801690
1.265350,-9.296144,-2.846882
1.159089,-9.325663,-2.895571
1.051402,-9.349868,-2.942477
0.942181,-9.369433,-2.988046
0.831927,-9.383835,-3.036226
0.721669,-9.392753,-3.085629
0.611405,-9.396189,-3.131314
0.501554,-9.395016,3.108935
0.392195,-9.389027,3.066738
0.283169,-9.378638,3.024138
0.175240,-9.363427,2.978933
0.068409,-9.343394,2.932263
-0.037508,-9.318231,2.889991
-0.142121,-9.289278,2.851050
-0.245403,-9.256069,2.807951
-0.346930,-9.218291,2.760712
-0.446412,-9.175578,2.713235
-0.543352,-9.128598,2.663263
-0.637563,-9.076469,2.611899
-0.728889,-9.019965,2.563877
-0.817147,-8.959396,2.518029
-0.902943,-8.894767,2.471703
-0.985278,-8.826224,2.415316
-1.064535,-8.751236,2.367863
-1.140786,-8.674303,2.339085
-1.213904,-8.596666,2.311588
-1.283860,-8.517860,2.275260
-1.350097,-8.436429,2.231955
-1.411802,-8.353402,2.190991
-1.470159,-8.268323,2.143596
-1.523741,-8.179834,2.093309
-1.573237,-8.089338,2.050752
-1.618624,-7.997560,2.010353
-1.660348,-7.904090,1.972215
-1.698385,-7.809651,1.934947
-1.733022,-7.713420,1.899667
-1.764834,-7.614936,1.868714
-1.793828,-7.515389,1.841459
-1.820786,-7.413287,1.819591
-1.846159,-7.309411,1.800168
-1.869683,-7.203860,1.780708
-1.891336,-7.097360,1.708149
-3.270731,2.932251,1.707156
-3.283828,3.051199,1.671234
-3.294791,3.170996,1.653574
-3.303803,3.291951,1.638114
-3.311154,3.413698,1.624941
-3.316981,3.535098,1.612915
-3.321363,3.655944,1.601143
-3.324301,3.776235,1.586585
-3.325161,3.896444,1.569090
-3.323891,4.016311,1.549174
-3.319962,4.136826,1.528514
-3.313721,4.256692,1.508152
-3.304985,4.375600,1.482307
-3.292619,4.494544,1.457055
-3.277860,4.613046,1.431344
-3.259448,4.730861,1.404997
-3.238513,4.848183,1.380450
-3.214211,4.965643,1.352719
-3.186677,5.082100,1.324763
-3.155804,5.198229,1.294047
-3.121122,5.312896,1.262491
-3.083238,5.426094,1.231963
-3.041887,5.537724,1.197150
-2.996175,5.648156,1.162968
-2.947209,5.756861,1.131680
-2.894696,5.864206,1.098662
-2.838536,5.969673,1.070531
-2.779800,6.074390,1.046315
-2.718495,6.177166,1.017370
-2.653644,6.278582,0.985498
-2.585276,6.378171,0.951582
-2.513207,6.475624,0.919342
-2.438095,6.571194,0.889817
-2.359729,6.665037,0.856556
-2.278272,6.755549,0.821493
-2.193748,6.843454,0.789443
-2.106209,6.929010,0.759282
-2.015495,7.012632,0.728861
-1.922348,7.093174,0.695964
