3.174370,-6.090167,-1.698312
3.122445,-6.495159,-1.705469
3.108633,-6.597101,-1.710798
3.094295,-6.698841,-1.720682
3.078851,-6.801110,-1.725522
3.063069,-6.902295,-1.736724
3.046156,-7.003286,-1.755468
3.027297,-7.104244,-1.776444
3.006309,-7.204861,-1.799790
2.983008,-7.304829,-1.826391
2.956973,-7.404463,-1.843320
2.929122,-7.504115,-1.862622
2.899274,-7.603477,-1.882932
2.867455,-7.702082,-1.910021
2.833090,-7.799472,-1.942765
2.795891,-7.894821,-1.972912
2.755724,-7.989269,-2.014783
2.711246,-8.082777,-2.057639
2.663015,-8.173892,-2.096379
2.610896,-8.263753,-2.135795
2.554757,-8.352309,-2.181338
2.494683,-8.438163,-2.232640
2.429937,-8.521271,-2.278971
2.361124,-8.601626,-2.323246
2.288084,-8.679645,-2.368272
2.210978,-8.754910,-2.443797
2.043890,-8.895018,-2.509703
1.954827,-8.960214,-2.554900
1.862781,-9.021404,-2.600586
1.768384,-9.078117,-2.639662
1.671792,-9.131128,-2.684113
1.573323,-9.179606,-2.735875
1.472823,-9.222775,-2.780062
1.370236,-9.261569,-2.823169
1.265350,-9.296144,-2.870627
1.159089,-9.325663,-2.920495
1.051402,-9.349868,-2.964343
0.942181,-9.369433,-3.011701
0.831927,-9.383835,-3.060879
0.721669,-9.392753,-3.110447
0.611405,-9.396189,3.130917
0.501554,-9.395016,3.086886
0.392195,-9.389027,3.046589
0.283169,-9.378638,3.001579
0.175240,-9.363427,2.956225
0.068409,-9.343394,2.908339
-0.037508,-9.318231,2.871589
-0.142121,-9.289278,2.830501
-0.245403,-9.256069,2.785368
-0.346930,-9.218291,2.736041
-0.446412,-9.175578,2.690314
-0.543352,-9.128598,2.636200
-0.637563,-9.076469,2.587536
-0.728889,-9.019965,2.540141
-0.817147,-8.959396,2.495993
-0.902943,-8.894767,2.447348
-0.985278,-8.826224,2.383864
-1.064535,-8.751236,2.351744
-1.140786,-8.674303,2.326227
-1.213904,-8.596666,2.296772
-1.283860,-8.517860,2.253664
-1.350097,-8.436429,2.209927
-1.411802,-8.353402,2.172005
-1.470159,-8.268323,2.115263
-1.523741,-8.179834,2.071291
-1.573237,-8.089338,2.030059
-1.618624,-7.997560,1.990641
-1.660348,-7.904090,1.953690
-1.698385,-7.809651,1.916290
-1.733022,-7.713420,1.883241
-1.764834,-7.614936,1.854213
-1.793828,-7.515389,1.828936
-1.820786,-7.413287,1.810363
-1.846159,-7.309411,1.790087
-1.869683,-7.203860,1.771376
-1.891336,-7.097360,1.707471
-3.270731,2.932251,1.680462
-3.283828,3.051199,1.662055
-3.294791,3.170996,1.645163
-3.303803,3.291951,1.631104
-3.311154,3.413698,1.618757
-3.316981,3.535098,1.607044
-3.321363,3.655944,1.595213
-3.324301,3.776235,1.577949
-3.325161,3.896444,1.560206
-3.323891,4.016311,1.538207
-3.319962,4.136826,1.518776
-3.313721,4.256692,1.497458
-3.304985,4.375600,1.467201
-3.292619,4.494544,1.446894
-3.277860,4.613046,1.415772
-3.259448,4.730861,1.394215
-3.238513,4.848183,1.366774
-3.214211,4.965643,1.338630
-3.186677,5.082100,1.310953
-3.155804,5.198229,1.277089
-3.121122,5.312896,1.247840
-3.083238,5.426094,1.216043
-3.041887,5.537724,1.178332
-2.996175,5.648156,1.147566
-2.947209,5.756861,1.115831
-2.894696,5.864206,1.081491
-2.838536,5.969673,1.059624
-2.779800,6.074390,1.032961
-2.718495,6.177166,1.001869
-2.653644,6.278582,0.969185
-2.585276,6.378171,0.934038
-2.513207,6.475624,0.904689
-2.438095,6.571194,0.875031
-2.359729,6.665037,0.838007
-2.278272,6.755549,0.805004
-2.193748,6.843454,0.773939
-2.106209,6.929010,0.744739
-2.015495,7.012632,0.712952
-1.922348,7.093174,0.679015
-1.826293,7.170694,0.649101
-1.727433,7.245707,0.619398
-1.626403,7.317742,0.585674
-1.523309,7.386124,0.556137
-1.417834,7.451686,0.522489
-1.311059,7.513174,0.491906
-1.202747,7.571212,0.464385
-1.092315,7.626530,0.430836
-0.980716,7.677825,0.401890
-0.867288,7.726035,0.370703
-0.752533,7.770637,0.341596
-0.636503,7.811889,0.309732
-0.519699,7.849270,0.271971
-0.401756,7.882162,0.235641
-0.282595,7.910773,0.199120
-0.162556,7.934996,0.168057
-0.042007,7.955448,0.130437
0.079682,7.971411,0.097826
0.201801,7.983396,0.063590
0.324272,7.991194,0.028080
0.447489,7.994655,-0.001343
0.570217,7.994491,-0.034220
0.692903,7.990291,-0.057713
0.814946,7.983239,-0.082820
0.936136,7.973179,-0.112611
1.056706,7.959544,-0.143785
1.176315,7.942227,-0.179459
1.295196,7.920660,-0.210569
1.412853,7.895513,-0.249556
1.529230,7.865852,-0.295010
1.758601,7.796151,-0.342403
1.871516,7.755903,-0.366533
1.983132,7.713056,-0.331440
2.085073,7.677975,-0.477232
2.201355,7.617846,-0.460409
2.307671,7.565118,-0.489193
2.412003,7.509576,-0.526024
2.513770,7.450492,-0.559639
2.612999,7.388330,-0.597541
2.709401,7.322725,-0.631695
2.803265,7.254043,-0.653932
2.895465,7.183379,-0.687128
2.985521,7.109486,-0.709525
3.074358,7.033202,-0.732913
3.161136,6.955086,-0.760786
3.245879,6.874415,-0.788290
3.329031,6.790780,-0.816225
3.410018,6.704640,-0.847290
3.488049,6.616298,-0.886133
3.562859,6.524664,-0.921114
3.634424,6.430464,-0.956469
3.702429,6.334055,-0.989601
3.766903,6.235903,-1.020130
3.828553,6.135499,-1.051986
3.886935,6.033251,-1.079167
3.942836,5.928857,-1.104257
3.996101,5.823092,-1.134732
4.046412,5.715125,-1.161213
4.093590,5.606453,-1.191402
4.137345,5.496713,-1.220833
4.177807,5.385853,-1.249750
4.214874,5.274390,-1.286197
4.247782,5.161902,-1.313307
4.277453,5.049226,-1.340493
4.303734,4.937137,-1.368369
4.326830,4.824602,-1.396450
4.346639,4.712138,-1.417325
4.364080,4.599390,-1.448775
4.377942,4.486349,-1.471270
4.389202,4.373591,-1.494544
4.397830,4.260651,-1.513948
4.404250,4.147845,-1.531927
4.408644,4.034862,-1.546531
4.411359,3.923001,-1.564818
4.412024,3.811689,-1.583088
4.410669,3.701390,-1.605337
4.406897,3.592257,-1.618687
4.401738,3.484610,-1.631131
4.395294,3.377933,-1.649552
4.386988,3.272685,-1.664529
4.377214,3.168716,-1.668761
4.367103,3.065829,-1.679169
4.356077,2.964486,-1.684208
4.344633,2.864017,-1.686613
4.333035,2.764323,-1.700913
3.174370,-6.090167,0.000000
